央视频道-V6,#genre# 
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230842/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw1528379826_-632121028/ott.mobaibox.com/PLTV/3/224/3221228149/index.m3u8?icpid=3&RTS=1674385938&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230842/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/PLTV/1/224/3221230861/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1527830964_-1694427992/ott.mobaibox.com/PLTV/3/224/3221228146/index.m3u8?icpid=3&RTS=1674385938&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3965487430_-634044824/ott.mobaibox.com/PLTV/3/224/3221228213/index.m3u8?icpid=3&RTS=1674379785&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]/wh7f454c46tw3252572940_-481357165/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8?icpid=3&RTS=1668593752&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0a_80&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221230861/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/wh7f454c46tw1527557465_-1431215922/ott.mobaibox.com/PLTV/3/224/3221227375/index.m3u8?icpid=3&RTS=1674385937&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230422/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230424/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230864/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/wh7f454c46tw1528000783_-231655737/ott.mobaibox.com/PLTV/3/224/3221228049/index.m3u8?icpid=3&RTS=1674385938&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230422/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230424/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230542/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230864/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb0c]:80/wh7f454c46tw3963514148_-902666800/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8?icpid=3&RTS=1674379783&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb05_80&popid=40&hms_devid=2040&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb0f]:80/wh7f454c46tw3964003222_765154567/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8?icpid=3&RTS=1674379784&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw1750297731_174117004/ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8?icpid=3&RTS=1674386160&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3964344116_67852184/ott.mobaibox.com/PLTV/3/224/3221227675/index.m3u8?icpid=3&RTS=1674379784&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0f_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3964691378_-587544707/ott.mobaibox.com/PLTV/3/224/3221227462/index.m3u8?icpid=3&RTS=1674379785&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec0d_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3964843858_1182658871/ott.mobaibox.com/PLTV/3/224/3221227634/index.m3u8?icpid=3&RTS=1674379785&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0f_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3965349198_413260074/ott.mobaibox.com/PLTV/3/224/3221227725/index.m3u8?icpid=3&RTS=1674379785&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb10_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/wh7f454c46tw3963387606_1140881910/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8?icpid=3&RTS=1674379783&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230845/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/wh7f454c46tw1925441929_1417964840/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8?icpid=3&RTS=1674386335&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec0d_80&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.js.chinamobile.com/PLTV/3/224/3221228213/index.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230370/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230514/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230526/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230571/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230656/1.m3u8
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230971/1.m3u8
CCTV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
